name:he,latitude,longitude,belongs,type
חבצלת השרון,32.3610498,34.8616896,מועצה אזורית עמק חפר,ישוב
חיבת ציון,32.3987871,34.9120169,מועצה אזורית עמק חפר,ישוב
עין החורש,32.3863188,34.9400265,מועצה אזורית עמק חפר,ישוב
גבעת שפירא,32.3578622,34.8762757,מועצה אזורית עמק חפר,ישוב
המעפיל,32.3783322,34.9839792,מועצה אזורית עמק חפר,ישוב
גבעת חיים (איחוד),32.4002771,34.9330496,מועצה אזורית עמק חפר,ישוב
בית יצחק - שער חפר,32.3345648,34.8905446,מועצה אזורית עמק חפר,ישוב
העוגן,32.3619422,34.9231606,מועצה אזורית עמק חפר,ישוב
אומץ,32.3715218,34.9961912,מועצה אזורית עמק חפר,ישוב
גליל ים,32.1568799,34.8299871,מועצה אזורית חוף השרון,ישוב
בית יהושע,32.2592916,34.8660021,מועצה אזורית חוף השרון,ישוב
תל יצחק,32.2527746,34.8696976,מועצה אזורית חוף השרון,ישוב
בצרה,32.2143238,34.8779919,מועצה אזורית חוף השרון,ישוב
חרוצים,32.2275023,34.8641079,מועצה אזורית חוף השרון,ישוב
בני ציון,32.2203585,34.8686714,מועצה אזורית חוף השרון,ישוב
געש,32.2288879,34.8234798,מועצה אזורית חוף השרון,ישוב
יקום,32.2485734,34.842087,מועצה אזורית חוף השרון,ישוב
כפר נטר,32.279642,34.8769601,מועצה אזורית חוף השרון,ישוב
אודים,32.2647709,34.8469332,מועצה אזורית חוף השרון,ישוב
שפיים,32.2169192,34.8248191,מועצה אזורית חוף השרון,ישוב
ארסוף,32.2141274,34.8168147,מועצה אזורית חוף השרון,ישוב
רשפון,32.1995547,34.8244371,מועצה אזורית חוף השרון,ישוב
ארסוף קדם,32.2060183,34.820678,מועצה אזורית חוף השרון,ישוב
בית רימון,32.7819472,35.3277836,מועצה אזורית גליל תחתון,ישוב
אילניה,32.754961,35.4074724,מועצה אזורית גליל תחתון,ישוב
שרונה,32.7254465,35.4669505,מועצה אזורית גליל תחתון,ישוב
חוות השומר,32.7580406,35.4038394,מועצה אזורית גליל תחתון,ישוב
בית קשת,32.7184192,35.3954738,מועצה אזורית גליל תחתון,ישוב
כפר חיטים,32.7993441,35.5010491,מועצה אזורית גליל תחתון,ישוב
שדמות דבורה,32.6954933,35.4374472,מועצה אזורית גליל תחתון,ישוב
מצפה,32.7902724,35.5085407,מועצה אזורית גליל תחתון,ישוב
הזורעים,32.7457141,35.5031884,מועצה אזורית גליל תחתון,ישוב
מסד,32.8433385,35.4229425,מועצה אזורית גליל תחתון,ישוב
כפר זיתים,32.8106577,35.4637873,מועצה אזורית גליל תחתון,ישוב
לביא,32.7872253,35.4416661,מועצה אזורית גליל תחתון,ישוב
גבעת אבני,32.774457,35.4383706,מועצה אזורית גליל תחתון,ישוב
מצפה נטופה,32.8029167,35.3846403,מועצה אזורית גליל תחתון,ישוב
כפר קיש,32.6663613,35.4487944,מועצה אזורית גליל תחתון,ישוב
שדה אילן,32.7493317,35.4226101,מועצה אזורית גליל תחתון,ישוב
כדורי,32.703902,35.4066677,מועצה אזורית גליל תחתון,ישוב
ארבל,32.8120793,35.4839284,מועצה אזורית גליל תחתון,ישוב
רומת היב,32.7784833,35.305222,מועצה אזורית אל בטוף,ישוב
עוזיר,32.7900696,35.3271751,מועצה אזורית אל בטוף,ישוב
ואדי אל-חמאם,32.8295555,35.4903983,מועצה אזורית אל בטוף,ישוב
רומאנה,32.7881972,35.3111645,מועצה אזורית אל בטוף,ישוב
לוטם,32.8817394,35.3584971,מועצה אזורית משגב,ישוב
יודפת,32.8372367,35.2715538,מועצה אזורית משגב,ישוב
כמון,32.9113891,35.3612558,מועצה אזורית משגב,ישוב
מעלה צביה,32.8894552,35.3306239,מועצה אזורית משגב,ישוב
מורן,32.921571,35.393461,מועצה אזורית משגב,ישוב
חרשים,32.9569673,35.3279785,מועצה אזורית משגב,ישוב
הררית,32.8457853,35.369171,מועצה אזורית משגב,ישוב
שכניה,32.8487331,35.246984,מועצה אזורית משגב,ישוב
אבטליון,32.8361797,35.3502704,מועצה אזורית משגב,ישוב
עצמון שגב,32.8659821,35.2512054,מועצה אזורית משגב,ישוב
שורשים,32.8927231,35.2599068,מועצה אזורית משגב,ישוב
סלמה,32.8936503,35.3699046,מועצה אזורית משגב,ישוב
רקפת,32.8547224,35.2642924,מועצה אזורית משגב,ישוב
צורית,32.9030676,35.2523745,מועצה אזורית משגב,ישוב
קורנית,32.8436279,35.2513199,מועצה אזורית משגב,ישוב
אשחר,32.8851173,35.3001894,מועצה אזורית משגב,ישוב
הר חלוץ,32.950674,35.3121922,מועצה אזורית משגב,ישוב
מכמנים,32.9061108,35.3287602,מועצה אזורית משגב,ישוב
תובל,32.9290739,35.2447876,מועצה אזורית משגב,ישוב
יובלים,32.8775051,35.2705626,מועצה אזורית משגב,ישוב
לבון,32.9424551,35.2871026,מועצה אזורית משגב,ישוב
יחד,32.845569,35.360563,מועצה אזורית משגב,ישוב
כישור,32.945775,35.2495375,מועצה אזורית משגב,ישוב
יעד,32.8782597,35.2435683,מועצה אזורית משגב,ישוב
פלך,32.9338767,35.2335678,מועצה אזורית משגב,ישוב
ערב א-נעים,32.8878763,35.2895564,מועצה אזורית משגב,ישוב
אשבל,32.876801,35.3049739,מועצה אזורית משגב,ישוב
מנוף,32.8541336,35.2367706,מועצה אזורית משגב,ישוב
דמיידה,32.8154622,35.2271343,מועצה אזורית משגב,ישוב
מצפה אביב,32.8369091,35.2020716,מועצה אזורית משגב,ישוב
גילון,32.9029028,35.2354622,מועצה אזורית משגב,ישוב
טל-אל,32.9272624,35.1772552,מועצה אזורית משגב,ישוב
מורשת,32.8268051,35.2328758,מועצה אזורית משגב,ישוב
חוסנייה,32.8993807,35.3215263,מועצה אזורית משגב,ישוב
כמאנה מערבית,32.9090851,35.3398417,מועצה אזורית משגב,ישוב
חמדון,32.8849239,35.3646877,מועצה אזורית משגב,ישוב
ערב אל מוריסאת,32.8906881,35.3656747,מועצה אזורית משגב,ישוב
ראס אל-עין,32.9158041,35.3726649,מועצה אזורית משגב,ישוב
חוג'ייראת,32.8349762,35.2891689,מועצה אזורית משגב,ישוב
כמאנה מזרחית,32.9085306,35.3545572,מועצה אזורית משגב,ישוב
כמאנה,32.9087019,35.3364985,מועצה אזורית משגב,ישוב
מירון,32.9886409,35.440278,מועצה אזורית מרום הגליל,ישוב
כפר שמאי,32.9574173,35.4579027,מועצה אזורית מרום הגליל,ישוב
דלתון,33.0166712,35.4891906,מועצה אזורית מרום הגליל,ישוב
חמדת ימים,32.9488949,35.4245296,מועצה אזורית מרום הגליל,ישוב
חזון,32.9067724,35.394977,מועצה אזורית מרום הגליל,ישוב
עין אל אסד,32.9402935,35.4010052,מועצה אזורית מרום הגליל,ישוב
ביריה,32.9775883,35.5006493,מועצה אזורית מרום הגליל,ישוב
כלנית,32.8749932,35.4527711,מועצה אזורית מרום הגליל,ישוב
אמירים,32.9374962,35.4499969,מועצה אזורית מרום הגליל,ישוב
דוב״ב,33.0524574,35.4074874,מועצה אזורית מרום הגליל,ישוב
שזור,32.9327346,35.3535015,מועצה אזורית מרום הגליל,ישוב
שפר,32.9433182,35.4354282,מועצה אזורית מרום הגליל,ישוב
עלמה,33.0521283,35.4988072,מועצה אזורית מרום הגליל,ישוב
כרם בן זמרה,33.0388862,35.468049,מועצה אזורית מרום הגליל,ישוב
כפר חנניה,32.9161093,35.4241459,מועצה אזורית מרום הגליל,ישוב
טפחות,32.8684279,35.4238096,מועצה אזורית מרום הגליל,ישוב
ריחאנייה,33.0482032,35.4872846,מועצה אזורית מרום הגליל,ישוב
פרוד,32.9333327,35.4333299,מועצה אזורית מרום הגליל,ישוב
כפר חושן,33.0108471,35.4386655,מועצה אזורית מרום הגליל,ישוב
אביבים,33.0886777,35.4729375,מועצה אזורית מרום הגליל,ישוב
אור הגנוז,33.005079,35.4475065,מועצה אזורית מרום הגליל,ישוב
בר יוחאי,32.9970032,35.4481169,מועצה אזורית מרום הגליל,ישוב
ליבנים,32.8639423,35.4935744,מועצה אזורית מרום הגליל,ישוב
עמוקה,32.9979671,35.5242497,מועצה אזורית מרום הגליל,ישוב
כדיתה,33.0066179,35.4667726,מועצה אזורית מרום הגליל,ישוב
ענבר,32.9101401,35.4226255,מועצה אזורית מרום הגליל,ישוב
כפר מסריק,32.8910595,35.1001125,מועצה אזורית מטה אשר,ישוב
שומרת,32.9504776,35.0965233,מועצה אזורית מטה אשר,ישוב
לוחמי הגטאות,32.9628515,35.097375,מועצה אזורית מטה אשר,ישוב
נס עמים,32.9656707,35.1211467,מועצה אזורית מטה אשר,ישוב
אפק,32.8401655,35.1278912,מועצה אזורית מטה אשר,ישוב
שייח דנון,32.9943175,35.1479211,מועצה אזורית מטה אשר,ישוב
יחיעם,32.9967146,35.2204512,מועצה אזורית מטה אשר,ישוב
רגבה,32.9779642,35.0996706,מועצה אזורית מטה אשר,ישוב
גשר הזיו,33.0394679,35.1109814,מועצה אזורית מטה אשר,ישוב
חניתה,33.0874108,35.1733471,מועצה אזורית מטה אשר,ישוב
בוסתן הגליל,32.9505232,35.0817793,מועצה אזורית מטה אשר,ישוב
סער,33.0293646,35.1093238,מועצה אזורית מטה אשר,ישוב
געתון,33.0057124,35.2137501,מועצה אזורית מטה אשר,ישוב
מצובה,33.0629442,35.1570974,מועצה אזורית מטה אשר,ישוב
לימן,33.0595032,35.1130278,מועצה אזורית מטה אשר,ישוב
בן עמי,33.0042191,35.1241783,מועצה אזורית מטה אשר,ישוב
יסעור,32.9010935,35.1663465,מועצה אזורית מטה אשר,ישוב
עמקה,32.9792441,35.1642671,מועצה אזורית מטה אשר,ישוב
כרי נעמן,32.8811651,35.0991091,מועצה אזורית מטה אשר,ישוב
אדמית,33.0795856,35.2102543,מועצה אזורית מטה אשר,ישוב
בצת,33.0708449,35.136107,מועצה אזורית מטה אשר,ישוב
עין המפרץ,32.9036151,35.0961117,מועצה אזורית מטה אשר,ישוב
נתיב השיירה,32.9928246,35.1355166,מועצה אזורית מטה אשר,ישוב
כברי,33.0214987,35.1485013,מועצה אזורית מטה אשר,ישוב
בית העמק,32.9704922,35.1461366,מועצה אזורית מטה אשר,ישוב
שבי ציון,32.980597,35.0832938,מועצה אזורית מטה אשר,ישוב
אילון,33.0633456,35.2197473,מועצה אזורית מטה אשר,ישוב
עברון,32.9926009,35.1002025,מועצה אזורית מטה אשר,ישוב
אחיהוד,32.908312,35.1723837,מועצה אזורית מטה אשר,ישוב
ראש הנקרה,33.0857479,35.1150819,מועצה אזורית מטה אשר,ישוב
כליל,32.9855303,35.2004778,מועצה אזורית מטה אשר,ישוב
עראמשה,33.0885693,35.2265036,מועצה אזורית מטה אשר,ישוב
ערב אל עראמשה,33.0908246,35.2135827,מועצה אזורית מטה אשר,ישוב
אשרת,32.9717328,35.1564958,מועצה אזורית מטה אשר,ישוב
אושה,32.7955189,35.1144019,מועצה אזורית זבולון,ישוב
שער העמקים,32.7230505,35.1131062,מועצה אזורית זבולון,ישוב
רמת יוחנן,32.7925038,35.1213847,מועצה אזורית זבולון,ישוב
כפר המכבי,32.7910628,35.1149003,מועצה אזורית זבולון,ישוב
איבטין,32.7607812,35.1131894,מועצה אזורית זבולון,ישוב
כפר חסידים,32.7519478,35.0935521,מועצה אזורית זבולון,ישוב
אורנים,32.7116768,35.1079584,מועצה אזורית זבולון,ישוב
יגור,32.7428565,35.0781325,מועצה אזורית זבולון,ישוב
כפר הנוער הדתי,32.7426708,35.1014038,מועצה אזורית זבולון,ישוב
כפר ביאליק,32.8203929,35.0869133,מועצה אזורית זבולון,ישוב
נופית,32.7586157,35.14735,מועצה אזורית זבולון,ישוב
חוואלד,32.7707681,35.1360134,מועצה אזורית זבולון,ישוב
ראס עלי,32.7721199,35.1542287,מועצה אזורית זבולון,ישוב
משמרת,32.2279787,34.9220495,מועצה אזורית לב השרון,ישוב
חרות,32.2402969,34.9150051,מועצה אזורית לב השרון,ישוב
כפר יעבץ,32.2738189,34.966859,מועצה אזורית לב השרון,ישוב
עזריאל,32.2629094,34.9712077,מועצה אזורית לב השרון,ישוב
ינוב,32.3060551,34.9504619,מועצה אזורית לב השרון,ישוב
גאולים,32.2962452,34.9474014,מועצה אזורית לב השרון,ישוב
ניצני עוז,32.3054855,35.0048861,מועצה אזורית לב השרון,ישוב
כפר הס,32.2457804,34.9339746,מועצה אזורית לב השרון,ישוב
כפר עבודה,32.2569466,34.9420929,מועצה אזורית לב השרון,ישוב
פורת,32.2762739,34.9494718,מועצה אזורית לב השרון,ישוב
שער אפרים,32.2889798,34.9974416,מועצה אזורית לב השרון,ישוב
נורדיה,32.31478,34.8961822,מועצה אזורית לב השרון,ישוב
בני דרור,32.2618622,34.900238,מועצה אזורית לב השרון,ישוב
עין ורד,32.2653177,34.9317604,מועצה אזורית לב השרון,ישוב
תנובות,32.305202,34.9620671,מועצה אזורית לב השרון,ישוב
גנות הדר,32.3195061,34.9001402,מועצה אזורית לב השרון,ישוב
צור משה,32.2978073,34.9135462,מועצה אזורית לב השרון,ישוב
יעף,32.2683414,34.9659156,מועצה אזורית לב השרון,ישוב
עין שריד,32.2741205,34.9353718,מועצה אזורית לב השרון,ישוב
קיסריה,32.5114971,34.9057861,מועצה אזורית חוף הכרמל,ישוב
שדות ים,32.4921593,34.8933053,מועצה אזורית חוף הכרמל,ישוב
עתלית,32.690712,34.9422744,מועצה אזורית חוף הכרמל,ישוב
נווה ים,32.6791606,34.9318092,מועצה אזורית חוף הכרמל,ישוב
נחשולים,32.6138484,34.92063,מועצה אזורית חוף הכרמל,ישוב
מעגן מיכאל,32.5553209,34.9166572,מועצה אזורית חוף הכרמל,ישוב
עין הוד,32.7005017,34.9825964,מועצה אזורית חוף הכרמל,ישוב
צרופה,32.6482373,34.9480485,מועצה אזורית חוף הכרמל,ישוב
מעיין צבי,32.5683241,34.9400745,מועצה אזורית חוף הכרמל,ישוב
דור,32.6075668,34.9230461,מועצה אזורית חוף הכרמל,ישוב
בית אורן,32.730556,35.005556,מועצה אזורית חוף הכרמל,ישוב
בת שלמה,32.5994386,35.0029516,מועצה אזורית חוף הכרמל,ישוב
מגדים,32.7290313,34.9619508,מועצה אזורית חוף הכרמל,ישוב
ימין אורד,32.7016557,34.9897773,מועצה אזורית חוף הכרמל,ישוב
עין איילה,32.6287327,34.9454021,מועצה אזורית חוף הכרמל,ישוב
גבע כרמל,32.6636235,34.9549687,מועצה אזורית חוף הכרמל,ישוב
הבונים,32.6371881,34.9327996,מועצה אזורית חוף הכרמל,ישוב
עופר,32.6220894,34.9828033,מועצה אזורית חוף הכרמל,ישוב
עין כרמל,32.6770088,34.9531216,מועצה אזורית חוף הכרמל,ישוב
כפר גלים,32.7665815,34.9593308,מועצה אזורית חוף הכרמל,ישוב
"כרם מהר""ל",32.6461207,34.9899618,מועצה אזורית חוף הכרמל,ישוב
בית חנניה,32.5282617,34.92503,מועצה אזורית חוף הכרמל,ישוב
החותרים,32.7514976,34.9567795,מועצה אזורית חוף הכרמל,ישוב
ניר עציון,32.6975838,34.9936059,מועצה אזורית חוף הכרמל,ישוב
עין חוד,32.6915351,34.9995301,מועצה אזורית חוף הכרמל,ישוב
כפר הנוער מאיר שפיה,32.5914537,34.9709102,מועצה אזורית חוף הכרמל,ישוב
משמרות,32.4874752,34.9850386,מועצה אזורית מנשה,ישוב
מצר,32.4404285,35.0476791,מועצה אזורית מנשה,ישוב
להבות חביבה,32.3958732,35.0103906,מועצה אזורית מנשה,ישוב
שדה יצחק,32.4051186,34.9938162,מועצה אזורית מנשה,ישוב
אלוני יצחק,32.5106111,35.003597,מועצה אזורית מנשה,ישוב
גן השומרון,32.4639095,34.9984491,מועצה אזורית מנשה,ישוב
מאור,32.4239237,35.006394,מועצה אזורית מנשה,ישוב
ברקאי,32.475134,35.0300253,מועצה אזורית מנשה,ישוב
גבעת חביבה,32.4580225,35.0219504,מועצה אזורית מנשה,ישוב
עין שמר,32.4629224,35.0073711,מועצה אזורית מנשה,ישוב
כפר פינס,32.4838889,35.0034441,מועצה אזורית מנשה,ישוב
רגבים,32.5240949,35.0345429,מועצה אזורית מנשה,ישוב
כפר גליקסון,32.504959,35.004799,מועצה אזורית מנשה,ישוב
גן שמואל,32.451832,34.9498546,מועצה אזורית מנשה,ישוב
אום אל קוטוף,32.468056,35.058889,מועצה אזורית מנשה,ישוב
מי עמי,32.5046656,35.1465087,מועצה אזורית מנשה,ישוב
עין עירון,32.4835067,35.0098921,מועצה אזורית מנשה,ישוב
מענית,32.4560127,35.0280805,מועצה אזורית מנשה,ישוב
מגל,32.38522,35.0351579,מועצה אזורית מנשה,ישוב
קציר,32.4886297,35.1016891,מועצה אזורית מנשה,ישוב
מצפה אילן,32.461529,35.0691813,מועצה אזורית מנשה,ישוב
אל עריאן,32.4979223,35.1255776,מועצה אזורית מנשה,ישוב
מייסר,32.4451045,35.0404881,מועצה אזורית מנשה,ישוב
תלמי אלעזר,32.4431655,34.9737349,מועצה אזורית מנשה,ישוב
שתולה,33.084763,35.3143141,מועצה אזורית מעלה יוסף,ישוב
צוריאל,33.0059947,35.3141186,מועצה אזורית מעלה יוסף,ישוב
עין יעקב,33.0095478,35.2292923,מועצה אזורית מעלה יוסף,ישוב
לפידות,32.9592382,35.2620596,מועצה אזורית מעלה יוסף,ישוב
עבדון,33.0479451,35.1794373,מועצה אזורית מעלה יוסף,ישוב
זרעית,33.0996431,35.2886449,מועצה אזורית מעלה יוסף,ישוב
גורן,33.0563927,35.2369919,מועצה אזורית מעלה יוסף,ישוב
חוסן,32.9975754,35.2979856,מועצה אזורית מעלה יוסף,ישוב
מעונה,33.0167071,35.2597388,מועצה אזורית מעלה יוסף,ישוב
אבן מנחם,33.0736105,35.2941382,מועצה אזורית מעלה יוסף,ישוב
אלקוש,33.0341637,35.3241745,מועצה אזורית מעלה יוסף,ישוב
שומרה,33.0818094,35.2841818,מועצה אזורית מעלה יוסף,ישוב
יערה,33.0674207,35.1858477,מועצה אזורית מעלה יוסף,ישוב
מנות,33.0383637,35.1946918,מועצה אזורית מעלה יוסף,ישוב
פקיעין החדשה,32.9830176,35.3227602,מועצה אזורית מעלה יוסף,ישוב
נווה זיו,33.0275858,35.1834948,מועצה אזורית מעלה יוסף,ישוב
מצפה הילה,33.0358267,35.2443398,מועצה אזורית מעלה יוסף,ישוב
אבירים,33.0386467,35.2871399,מועצה אזורית מעלה יוסף,ישוב
מתת,33.0415441,35.3598303,מועצה אזורית מעלה יוסף,ישוב
נטועה,33.0649415,35.3233116,מועצה אזורית מעלה יוסף,ישוב
גרנות הגליל,33.0595371,35.2496455,מועצה אזורית מעלה יוסף,ישוב
גיתה,32.9672482,35.249074,מועצה אזורית מעלה יוסף,ישוב
אביאל,32.5325097,34.9933907,מועצה אזורית אלונה,ישוב
"גבעת ניל""י",32.5472691,35.0423428,מועצה אזורית אלונה,ישוב
עמיקם,32.5638651,35.020477,מועצה אזורית אלונה,ישוב
מבטחים,31.2417561,34.4072666,מועצה אזורית אשכול,ישוב
אורים,31.3041665,34.521977,מועצה אזורית אשכול,ישוב
עמיעוז,31.24831,34.4139745,מועצה אזורית אשכול,ישוב
ניר עוז,31.3095982,34.400815,מועצה אזורית אשכול,ישוב
עין השלושה,31.3513501,34.400966,מועצה אזורית אשכול,ישוב
צאלים,31.2036632,34.5338387,מועצה אזורית אשכול,ישוב
כיסופים,31.3741608,34.3994488,מועצה אזורית אשכול,ישוב
בארי,31.4241619,34.4911156,מועצה אזורית אשכול,ישוב
ניר יצחק,31.2378574,34.3577888,מועצה אזורית אשכול,ישוב
גבולות,31.2111135,34.4652467,מועצה אזורית אשכול,ישוב
רעים,31.3848038,34.4585901,מועצה אזורית אשכול,ישוב
ישע,31.246415,34.4032541,מועצה אזורית אשכול,ישוב
נירים,31.335199,34.395,מועצה אזורית אשכול,ישוב
מגן,31.2990681,34.4289248,מועצה אזורית אשכול,ישוב
כרם שלום,31.2277096,34.2839544,מועצה אזורית אשכול,ישוב
סופה,31.2365143,34.3426422,מועצה אזורית אשכול,ישוב
חולית,31.2318728,34.3265102,מועצה אזורית אשכול,ישוב
פרי גן,31.2228545,34.3528747,מועצה אזורית אשכול,ישוב
תלמי יוסף,31.2005275,34.3638285,מועצה אזורית אשכול,ישוב
דקל,31.194067,34.3478622,מועצה אזורית אשכול,ישוב
שדי אברהם,31.2121265,34.3358477,מועצה אזורית אשכול,ישוב
יתד,31.2059601,34.3274363,מועצה אזורית אשכול,ישוב
אבשלום,31.1950932,34.3307877,מועצה אזורית אשכול,ישוב
יבול,31.1887802,34.3203981,מועצה אזורית אשכול,ישוב
עין הבשור,31.280566,34.4437627,מועצה אזורית אשכול,ישוב
אוהד,31.2377429,34.4304539,מועצה אזורית אשכול,ישוב
צוחר,31.2360988,34.4270729,מועצה אזורית אשכול,ישוב
תלמי אליהו,31.2300278,34.4294776,מועצה אזורית אשכול,ישוב
שדה ניצן,31.2284956,34.4174077,מועצה אזורית אשכול,ישוב
בני נצרים,31.140986,34.3147298,מועצה אזורית אשכול,ישוב
נווה,31.1620776,34.3300605,מועצה אזורית אשכול,ישוב
שלומית,31.1685255,34.3035802,מועצה אזורית אשכול,ישוב
הודיה,31.6756487,34.6398404,מועצה אזורית חוף אשקלון,ישוב
מבקיעים,31.6221558,34.5771198,מועצה אזורית חוף אשקלון,ישוב
משען,31.6576442,34.6237776,מועצה אזורית חוף אשקלון,ישוב
ברכיה,31.6678257,34.6268196,מועצה אזורית חוף אשקלון,ישוב
בית שיקמה,31.6374791,34.6104564,מועצה אזורית חוף אשקלון,ישוב
גברעם,31.5909454,34.6115031,מועצה אזורית חוף אשקלון,ישוב
כוכב מיכאל,31.6274859,34.6670889,מועצה אזורית חוף אשקלון,ישוב
ניר ישראל,31.6873424,34.6364148,מועצה אזורית חוף אשקלון,ישוב
גיאה,31.6275573,34.6024158,מועצה אזורית חוף אשקלון,ישוב
חלץ,31.5774293,34.6575334,מועצה אזורית חוף אשקלון,ישוב
זיקים,31.609373,34.5221474,מועצה אזורית חוף אשקלון,ישוב
ניצנים,31.7168321,34.634187,מועצה אזורית חוף אשקלון,ישוב
תלמי יפה,31.6168578,34.6132893,מועצה אזורית חוף אשקלון,ישוב
יד מרדכי,31.5886771,34.5589997,מועצה אזורית חוף אשקלון,ישוב
ניצן,31.7399419,34.6318163,מועצה אזורית חוף אשקלון,ישוב
נתיב העשרה,31.5716799,34.5395488,מועצה אזורית חוף אשקלון,ישוב
בת הדר,31.646519,34.5960329,מועצה אזורית חוף אשקלון,ישוב
באר גנים,31.7000465,34.610653,מועצה אזורית חוף אשקלון,ישוב
ניצן ב׳,31.7361186,34.6359688,מועצה אזורית חוף אשקלון,ישוב
כרמיה,31.6053505,34.5430183,מועצה אזורית חוף אשקלון,ישוב
מלילות,31.3900104,34.5959269,מועצה אזורית שדות נגב,ישוב
תקומה,31.4485605,34.5775724,מועצה אזורית שדות נגב,ישוב
שובה,31.4500142,34.5454341,מועצה אזורית שדות נגב,ישוב
כפר מימון,31.4308052,34.5363846,מועצה אזורית שדות נגב,ישוב
מעגלים,31.3974042,34.5983178,מועצה אזורית שדות נגב,ישוב
בית הגדי,31.4239086,34.606739,מועצה אזורית שדות נגב,ישוב
גבעולים,31.3963714,34.5915141,מועצה אזורית שדות נגב,ישוב
עלומים,31.4521295,34.5137154,מועצה אזורית שדות נגב,ישוב
יזרעם,31.4428197,34.5729015,מועצה אזורית שדות נגב,ישוב
שוקדה,31.4216668,34.5253818,מועצה אזורית שדות נגב,ישוב
סעד,31.470029,34.5355347,מועצה אזורית שדות נגב,ישוב
תושייה,31.4332368,34.5411813,מועצה אזורית שדות נגב,ישוב
זימרת,31.4472752,34.55233,מועצה אזורית שדות נגב,ישוב
שרשרת,31.4046369,34.6041162,מועצה אזורית שדות נגב,ישוב
שיבולים,31.3959804,34.6089348,מועצה אזורית שדות נגב,ישוב
זרועה,31.4593766,34.6235081,מועצה אזורית שדות נגב,ישוב
יושיביה,31.4435485,34.6091452,מועצה אזורית שדות נגב,ישוב
רוחמה,31.4971107,34.7066969,מועצה אזורית שער הנגב,ישוב
איבים,31.5332929,34.6100744,מועצה אזורית שער הנגב,ישוב
כפר עזה,31.4833351,34.5333225,מועצה אזורית שער הנגב,ישוב
גבים,31.5067391,34.5991766,מועצה אזורית שער הנגב,ישוב
ברור חיל,31.5597901,34.6491564,מועצה אזורית שער הנגב,ישוב
דורות,31.506606,34.645993,מועצה אזורית שער הנגב,ישוב
מפלסים,31.5026787,34.5621232,מועצה אזורית שער הנגב,ישוב
נחל עוז,31.4724074,34.4982114,מועצה אזורית שער הנגב,ישוב
ארז,31.5605003,34.5666313,מועצה אזורית שער הנגב,ישוב
ניר עם,31.5193144,34.5807617,מועצה אזורית שער הנגב,ישוב
יכיני,31.4832232,34.6000858,מועצה אזורית שער הנגב,ישוב
אור הנר,31.5575591,34.6000531,מועצה אזורית שער הנגב,ישוב
צופים,32.1981952,35.0096527,מועצה אזורית שומרון,ישוב
סלעית,32.2428207,35.0508118,מועצה אזורית שומרון,ישוב
אבני חפץ,32.2847457,35.0735508,מועצה אזורית שומרון,ישוב
שבי שומרון,32.2632266,35.1847555,מועצה אזורית שומרון,ישוב
עינב,32.284654,35.1264335,מועצה אזורית שומרון,ישוב
עלי זהב,32.071123,35.0633541,מועצה אזורית שומרון,ישוב
פדואל,32.0618402,35.0531672,מועצה אזורית שומרון,ישוב
חיננית,32.4807492,35.1735487,מועצה אזורית שומרון,ישוב
שקד,32.4737016,35.1686012,מועצה אזורית שומרון,ישוב
ריחן,32.4687018,35.1352008,מועצה אזורית שומרון,ישוב
עץ אפרים,32.1191908,35.0469433,מועצה אזורית שומרון,ישוב
שערי תקוה,32.1206446,35.0292622,מועצה אזורית שומרון,ישוב
איתמר,32.1744995,35.3083649,מועצה אזורית שומרון,ישוב
אלון מורה,32.2357073,35.3316268,מועצה אזורית שומרון,ישוב
הר ברכה,32.1924095,35.2651028,מועצה אזורית שומרון,ישוב
חרמש,32.4232445,35.1187592,מועצה אזורית שומרון,ישוב
טל מנשה,32.4834453,35.1604264,מועצה אזורית שומרון,ישוב
יצהר,32.1686097,35.2337655,מועצה אזורית שומרון,ישוב
יקיר,32.1493843,35.1145215,מועצה אזורית שומרון,ישוב
כפר תפוח,32.1190711,35.2500919,מועצה אזורית שומרון,ישוב
מבוא דותן,32.4207276,35.1748061,מועצה אזורית שומרון,ישוב
מגדלים,32.0898796,35.3423054,מועצה אזורית שומרון,ישוב
קריית נטפים,32.1164532,35.1126872,מועצה אזורית שומרון,ישוב
רחלים,32.1028268,35.2569545,מועצה אזורית שומרון,ישוב
נופי נחמיה,32.0982619,35.2360311,מועצה אזורית שומרון,ישוב
ברוכין,32.0821317,35.0907027,מועצה אזורית שומרון,ישוב
סנה יעקב,32.178602,35.2623832,מועצה אזורית שומרון,ישוב
גבעה 851,32.1667395,35.3359648,מועצה אזורית שומרון,ישוב
גבעות עולם,32.1611267,35.3528306,מועצה אזורית שומרון,ישוב
ברקן,32.1066179,35.1065559,מועצה אזורית שומרון,ישוב
נופים,32.1552683,35.1008663,מועצה אזורית שומרון,ישוב
רבבה,32.1191025,35.1276417,מועצה אזורית שומרון,ישוב
לשם,32.0697182,35.0508392,מועצה אזורית שומרון,ישוב
שלהבת,32.1705589,35.2281785,מועצה אזורית שומרון,ישוב
נחלה,32.1703633,35.2329128,מועצה אזורית שומרון,ישוב
שכונת הקראוונים,32.1690662,35.239316,מועצה אזורית שומרון,ישוב
חומש,32.3093084,35.1925982,מועצה אזורית שומרון,ישוב
מעוז צבי,32.424935,35.1651345,מועצה אזורית שומרון,ישוב
